NomeComp;percentage20_Donald_Trump;percentage20_Joe_Biden;cases;deaths;TotalPop;IncomePerCap;Poverty;ChildPoverty;Unemployment;population_density_per_sqmi;percent_no_highschool_diploma;percent_age_65_and_older;percent_rural;percent_smokers;percent_adults_with_obesity;percent_physically_inactive;percent_excessive_drinking;life_expectancy;percent_adults_with_diabetes;percent_food_insecure;violent_crime_rate;homicide_rate
Tennessee Morgan;0.843;0.141;463;7;21639;18649;22.9;31.6;7.6;415336000000000;20.2;15.6;99886296448;24803678765;36.1;36.9;14470564412;74175853261;20.8;14;19376715647;65887872019
Tennessee Obion;0.798;0.191;1883;27;30659;21939;23;33.6;8.3;567125000000000;17.1;18.8;61583928066;24130346085;37.9;38;13052588799;76171285112;15.6;15.9;43612693247;NA
Tennessee Overton;0.789;0.202;1282;25;21995;19961;19.6;27.3;5.3;509591000000000;21.6;19.2;84218629715;22719774816;38.7;32.4;13050334778;73923059379;13.2;12.7;21687073601;NA
Tennessee Perry;0.81;0.179;355;9;7882;20204;29.4;43.8;6.2;190259000000000;24.8;20.1;100;24308111786;28.9;27.2;12904288001;72528705783;16.4;15.4;25308446694;NA
Tennessee Pickett;0.812;0.179;289;9;5071;21300;18.8;32.7;3.9;312679000000000;22.7;26.2;100;20788896899;31.2;34.5;12853530875;75897443748;16.2;12.4;20445915685;NA
Tennessee Polk;0.812;0.178;542;13;16722;24247;17;24.9;6.1;384162000000000;21;19.3;100;21863483316;34.4;31.6;13963805032;73938143754;16;12.2;22412144394;NA
Tennessee Putnam;0.708;0.273;4650;59;75565;23337;23.3;30.5;6.8;186115000000000;14.8;16;34976009734;23697794155;28.3;26.8;14918961771;76045288943;11.4;14.4;39688135866;30307622367
Tennessee Rhea;0.811;0.174;1168;21;32478;22031;21.9;31.4;7.9;102928000000000;24.1;17.7;6801534157;23412529976;37.8;33.8;13492492895;73835999504;20.8;14.7;27973096912;NA
Tennessee Roane;0.741;0.233;1461;8;52926;25555;15.4;19.9;8.2;146877000000000;14.2;21.3;50992045182;19955390414;34.1;23.9;13074840517;74953647988;15.6;12;33403330566;29644242145
Tennessee Robertson;0.728;0.258;2712;43;68575;26441;11.3;16.6;6.9;142571000000000;13.5;13.4;53239895599;19806466902;34.1;30.7;15603815671;75757442246;10.6;10;42609483716;4778555505
Tennessee Rutherford;0.565;0.411;12607;116;298456;27932;11.8;14.8;5.1;468687000000000;9.2;9.5;17021446741;18863190384;35.9;24.8;1599353435;77776609021;10.8;11.3;49158465148;43472050577
Tennessee Scott;0.884;0.109;423;5;21949;18748;26.2;34.3;9.4;41384400000000;22.7;15.6;80556055426;25820436757;42.1;32.2;13842019465;7210644565;13.1;15.7;23002118017;NA
Tennessee Sequatchie;0.808;0.179;370;2;14654;22744;14.4;19.9;7.8;553318000000000;18.2;19.3;73802437642;21495811574;37.9;26.4;14526364571;77079219315;12.7;11.4;38913116404;NA
Tennessee Sevier;0.774;0.2;3548;23;95523;23298;15.3;21;6.2;159557000000000;16.5;17.7;56647643204;2147980237;44.3;34.7;13450236149;75951232144;15.1;11.7;31117898786;NA
Tennessee Shelby;0.339;0.642;37762;571;937847;28117;20.8;33.9;8.6;122709000000000;12.9;11.6;27597871597;20096967848;35.5;25.2;13413148826;75685420008;12;19.8;13461547646;1987987074
Tennessee Smith;0.788;0.199;1046;14;19279;23015;14.1;17.2;3.7;610130000000000;17.3;15.4;82875926119;22154397692;30;20;14889607889;7485743138;16.3;11.2;2367387289;NA
Tennessee Stewart;0.787;0.196;362;13;13248;22680;19;29.2;8.2;288619000000000;13.7;18.9;100;20703662226;26.9;27;1411531104;75253072725;10.5;13.5;4391562195;NA
Tennessee Sullivan;0.752;0.232;4144;53;156519;25946;16.6;26.3;6.8;378905000000000;14.3;20.3;25561301595;22099687584;34;29.6;1250613051;75877264692;14.8;12.4;48419744035;30945325072
Tennessee Sumner;0.685;0.299;6500;117;175730;30669;9.7;13.1;4.5;326398000000000;10.7;14.6;27882598276;18136700439;31.1;32.1;17021806011;77822641879;8.3;9.7;24855705793;34022890925
Tennessee Tipton;0.735;0.25;2506;23;61434;26110;14.6;20.2;8.1;134287000000000;14.3;13;55125161671;21237103259;32.4;35.9;14845118341;74825789503;16.8;13.6;66840495007;62640070157
Tennessee Trousdale;0.734;0.253;1795;9;8773;22863;13.3;14.8;8.2;697034000000000;20.7;16.1;100;23070842709;22.4;22.2;16513211123;7379209155;6.3;12.5;49638705624;NA
Tennessee Unicoi;0.795;0.194;505;5;17830;21374;20.1;29.9;10.8;963957000000000;19.1;21.7;44667722383;21888610224;33;21.8;13124232724;73290935889;18.7;13.5;25101801752;87733990541
Tennessee Union;0.837;0.154;565;4;19176;20478;21.6;31.9;7.2;853488000000000;23.1;16.4;100;25150035541;33.9;26.1;13802022313;74880917869;18.1;13.4;29527044683;NA
Tennessee Van Buren;0.802;0.186;217;2;5675;20672;19.5;29.9;11.6;206316000000000;19.5;20.4;100;22371614629;31.6;29.7;128884039;73167626646;13.9;11.8;27411795915;NA
Tennessee Warren;0.738;0.247;1542;11;40210;21339;21.6;33.4;6.8;926773000000000;21.4;16.6;613795527;24139189286;38.1;30.9;13241222669;74437176104;18.5;12.9;45757226294;53143810695
Tennessee Washington;0.675;0.306;3948;59;126437;27334;16.5;22;5.3;386089000000000;11.6;16.9;26421584173;20446176652;31;25.6;14058695419;75737200635;12.4;12.9;33236098666;32693112012
Tennessee Wayne;0.869;0.123;1624;7;16713;18702;19.6;30.4;8.4;229423000000000;21.5;18;100;24667945125;34.7;40.7;13667219395;75369921865;15;13.5;2969738366;NA
Tennessee Weakley;0.757;0.22;1636;26;33776;19699;20.5;26.9;8.3;586265000000000;15.2;16.9;67005510979;22157361399;38.6;34.3;13521248212;75672532082;10.7;15.1;20397681415;46250551853
Tennessee White;0.808;0.18;1273;15;26394;19867;17.6;24;9.3;700147000000000;17.8;19.8;78174219264;23435191173;31.4;22.5;13226696495;7432732597;21.7;12.2;25433308214;53861607984
Tennessee Williamson;0.622;0.361;7582;57;212161;48482;4.6;5.2;3.6;352979000000000;4.4;11.5;19386184232;15256201902;21.6;17.9;16243685274;82016201447;7.9;6.2;13967044426;16825918375
Tennessee Wilson;0.677;0.3;4999;64;128874;31155;9.2;13.3;4.5;219968000000000;10.2;14.5;38467274306;18180668233;37.2;21;16720130392;78434137432;11;9.2;30256300142;38672281145
Texas Anderson;0.786;0.205;2979;39;57747;17466;15.7;23;4.3;543684000000000;19.8;13.7;67063532793;17386320799;36.5;23.1;19238291739;73351754925;10.4;18.2;41660892461;46928991496
Texas Andrews;0.843;0.145;667;10;17577;29903;11.9;15.5;4.5;114712000000000;26.2;10.2;16502096578;134363002;34.9;26.4;20115429871;77459563506;6.7;8.4;49388847502;NA
Texas Angelina;0.724;0.264;2317;93;87700;21974;19.1;27.1;7.6;109876000000000;20.1;15.1;43082366228;15856965822;40.7;34.5;15738964327;7613032605;14.3;18.9;31167123784;61916377045
Texas Aransas;0.752;0.237;351;18;24832;29999;17.8;26.8;6.7;980981000000000;16.8;26.9;27260557907;14157452328;40.5;36.3;15891207446;77876649908;18.7;16.5;47654828759;57609991877
Texas Archer;0.897;0.093;165;1;8793;31103;8.8;10.1;3;968870000000000;9.9;17.8;88988292467;14062606986;26.8;19.3;19251832626;78794054623;11.5;14;20165162282;NA
Texas Armstrong;0.931;0.067;27;1;1929;31219;7.5;13.6;1.8;210426000000000;10.2;21.9;100;11749550267;29.3;23.2;19849309985;77355340106;9.2;13.1;15282730515;NA
Texas Atascosa;0.665;0.324;1287;37;48139;23973;14.6;22.5;6.1;39121300000000;24.7;13.8;60711184342;14394469898;36.7;32.1;17596359671;78256183319;17.1;8.8;2223809038;91760499177
Texas Austin;0.785;0.204;521;10;29292;30101;13.4;23.5;5.4;450230000000000;17.6;17.8;66344089805;13560554297;31.5;29.3;19415096651;78919241711;10.4;14.7;23777981589;NA
Texas Bailey;0.771;0.22;311;5;7098;18662;22.3;33.8;2.2;862303000000000;32.4;14.3;28750872296;16253688372;31.3;24.6;16271789238;77738257968;6.1;11.2;16018944143;NA
Texas Bandera;0.791;0.197;190;8;21316;29177;16.5;31.2;5.7;265678000000000;13.2;24.8;100;13663315439;29.9;27.8;16989327698;79552845669;8.6;14.5;13771815268;NA
Texas Bastrop;0.558;0.421;2023;32;80306;25172;13.3;18.9;7.7;881428000000000;19.4;13.4;6385244907;15633213058;38.4;23.9;19331467398;77619203968;11.7;12.5;40670173732;56772417121
Texas Baylor;0.88;0.107;46;3;3602;30820;13.1;3.4;2.3;419490000000000;13.1;24.4;100;14241596398;26.6;25.2;17165564257;73726985036;11.7;16.2;23601277246;NA
Texas Bee;0.638;0.349;1868;39;32729;17504;19.7;31.8;6.3;371558000000000;28.6;11.5;4297730768;15765248622;30.7;21.7;19809911966;76458372508;13.3;13.9;25208688695;65512768439
Texas Bell;0.533;0.445;6560;100;336506;25017;14.3;20.4;8.3;314796000000000;9.7;9.9;15186229794;15179414783;34.8;22.9;20343420575;78432746919;11.1;18.7;4110096789;69554979606
Texas Bexar;0.402;0.583;66064;1414;1892004;26158;16.4;23.3;6.1;149910000000000;16.6;11.3;45390847652;14899297572;28.6;23.4;20053430905;78893690438;8.5;11.4;53305881535;71276106858
Texas Blanco;0.732;0.257;163;6;11089;31249;10.8;16.1;5.7;153937000000000;10.1;21.5;100;13394388603;29.4;27.5;17434835553;78751044634;12.4;13.1;13681762211;NA
Texas Borden;0.959;0.039;2;0;602;38923;2.8;0;1.5;0.777765802187385;6.7;19.3;100;1064309217;27.1;26.1;19860369888;NA;16.5;12.9;4662004662;NA
Texas Bosque;0.819;0.171;418;11;17955;25763;15.6;26.5;5.2;182639000000000;17.7;23.4;81215681968;14269071565;31.8;27.2;17003577722;7634363487;10.5;15.5;82208239795;NA
Texas Bowie;0.708;0.28;2040;77;93635;24761;17.9;26.4;7.3;105630000000000;12.5;15.4;35424836601;1714611872;47.3;39.3;18431256626;75629992085;14.8;21.5;51429637328;7780379713
Texas Brazoria;0.584;0.401;12501;185;345995;32343;9.9;12.1;4.9;249239000000000;13.3;10.9;2252862699;13406956708;28.2;28;18238274997;79083775624;10.5;14;18264601518;4121503574
Texas Brazos;0.56;0.416;7782;75;214231;25337;26;22.9;4.7;35847900000000;14.4;8.2;12063576784;14152728089;29.1;20.1;18956604174;81263168605;8;20.3;31712946081;26701859718
Texas Brewster;0.51;0.468;256;5;9220;26073;10.9;7.6;7.1;148583000000000;13.6;19;34867850953;14441223413;25.9;26.8;17034367803;80937198159;12;12.3;16260162602;NA
Texas Briscoe;0.883;0.106;25;1;1591;23199;13.9;17.2;6.2;185778000000000;22.5;21.8;100;14333748709;26;28.5;16689721391;NA;10.2;13.4;0;NA
Texas Brooks;0.402;0.592;365;23;7251;13549;41.5;62.3;13.8;765036000000000;29.6;15.7;31759656652;18203002328;36.9;25.8;13457787455;77146799608;11.9;14.7;23427272101;NA
Texas Brown;0.858;0.132;701;28;37787;24040;16.4;24.7;4.3;401668000000000;14.9;19;4040046187;15156660418;38.6;33.7;18417298375;75662292943;12.7;15.8;31449865215;45219711272
Texas Burleson;0.783;0.208;482;6;17596;27112;15.1;26.9;6.7;264282000000000;19.6;19.4;7665677547;14072572987;38.4;25;17635401462;76724240886;4.8;16.1;17387133521;NA
Texas Burnet;0.76;0.228;1096;15;45017;29247;12.3;18.4;4.3;448412000000000;13.9;21.2;5567251462;13382040532;31.3;27.3;17880923835;79203228456;17.8;13.5;24774134894;43988361936
Texas Caldwell;0.54;0.442;1726;37;40544;23366;17.7;22.9;3.4;730850000000000;20.9;13.3;42292334367;1543705445;39.1;27.3;17439645173;77354248434;10.6;12.5;2193145491;38590533391
Texas Calhoun;0.718;0.273;935;9;21821;26909;15.8;24.6;6.3;430216000000000;19.5;16;44731303494;14001674427;30.7;22.7;17672879456;78385217493;13.5;12.5;51248390599;NA
Texas Callahan;0.88;0.108;137;6;13660;22205;15.6;15.4;3.5;151172000000000;12;19.7;72179562906;15452111313;34.8;29.5;18198158593;76271685708;13.4;16.4;88394534271;NA
Texas Cameron;0.429;0.56;24280;1083;420201;16085;31.2;43.9;8;469974000000000;34.4;12.4;84208064596;13181444551;30.8;24.5;15492334581;80914610073;10.5;11.4;31914504091;23767897651
Texas Camp;0.717;0.275;407;13;12670;21069;17.4;24.4;6.1;645015000000000;18.8;17.4;61478912991;16051539618;27.9;25.4;16698926507;75537633963;16;18.3;33724805586;NA
Texas Carson;0.892;0.094;55;1;6033;31788;6.4;7.8;1.9;654952000000000;7.8;16.8;95195729537;12556451868;27.6;23.5;20559440704;78121735565;8;12.7;37723195574;NA
Texas Cass;0.792;0.2;562;25;30118;22145;18.5;30.7;7.3;323876000000000;14.1;21.3;74011948529;15487323412;37.3;33.5;16935719066;75969035904;20.3;21;37711291695;66169763254
Texas Castro;0.769;0.224;320;7;7891;22292;15.9;22.7;4.2;880445000000000;29.5;13.9;45757876457;14093096116;27.3;21.5;17136731575;79753076205;18;9.5;10886967659;NA
Texas Chambers;0.801;0.185;1585;10;39283;31412;12.9;17.8;6.5;637565000000000;16.2;10.5;45720310007;14996608427;28;26.3;20605660916;77906776704;7.9;15.1;34825999948;62086848545
Texas Cherokee;0.774;0.216;1657;38;51594;21102;18.7;29;6.1;486783000000000;20.4;16.4;63048480677;16207934139;42.8;33.7;17690908559;75677026975;14.1;17.7;39490551214;41548023976
Texas Childress;0.853;0.135;125;0;7064;18694;19.6;15.7;5.2;101363000000000;14.7;15.2;33148700469;15981398695;24.3;27.1;20524823135;76013639129;12.8;18.1;NA;NA
Texas Clay;0.883;0.107;133;3;10369;27593;15;21.8;7.2;952214000000000;10.7;20.7;74600074405;14894115404;31.8;33;19234673903;78037937403;15.6;16.1;13017694422;NA
Texas Cochran;0.809;0.177;116;2;2932;19195;24.8;34.7;8;381250000000000;30;14.3;100;1798533803;25.2;22.2;15391516973;75704002684;16.7;13.1;20280547575;NA
Texas Coke;0.872;0.12;129;7;3238;24623;16.6;19.5;4.3;354153000000000;14.7;26.6;100;14282470588;28.8;29.9;16489287416;76692762542;9.8;15.6;31167212093;NA
Texas Coleman;0.882;0.109;96;4;8422;26436;20.3;29;5.1;671661000000000;17.4;22.3;51545812254;15737412413;25.1;26.6;15869392648;74739502921;17.8;17.8;21147480691;NA
Texas Collin;0.514;0.468;18748;188;914075;41609;6.9;8.2;4.3;105384000000000;6.4;9.7;52427266371;11502614335;27.9;19.7;19256086289;82649827214;8.8;14.2;15670945363;20614943773
Texas Collingsworth;0.86;0.127;21;0;3026;21356;15;25.8;7.1;330125000000000;23;17.6;100;14886680281;29.1;20.4;17577358557;74765771529;7.7;13.3;16212710765;NA
Texas Colorado;0.751;0.242;510;4;20913;26689;12;15.3;2.9;216517000000000;18.2;20.4;62613777906;13387590158;26.8;32.5;17349865638;77934481986;10.3;13.6;22073466254;NA
Texas Comal;0.708;0.277;2884;106;129100;35841;9.2;14.1;3.8;22204000000000;8.5;17.3;46145549082;12558235487;30.3;20.9;19861001888;79855932056;5.4;11.8;27437265223;34074321591
Texas Comanche;0.851;0.14;375;5;13492;22751;18.2;29.2;3.6;144025000000000;20.1;23.5;71461285244;14522763417;26.4;25.4;16595722607;77333218362;15.4;14.6;23031203566;NA
Texas Concho;0.834;0.155;144;2;3858;17513;8.5;13.8;0.4;421040000000000;38.6;15.9;100;12965006404;28;24.9;16978536179;81348763922;5.3;9.1;12307692308;NA
Texas Cooke;0.821;0.169;570;9;39064;29067;13.9;24.7;5.2;444411000000000;13.9;17.3;5903426386;14555913397;24.1;27.4;19423579377;77648238841;7.7;15.6;34286604847;NA
Texas Coryell;0.657;0.322;2019;14;75818;21171;13.3;18.9;9.9;719537000000000;12.4;8.9;19423515679;16216101313;42.2;24.4;20713435042;77497254944;10.1;18.3;22936081282;32142485749
Texas Cottle;0.817;0.17;40;3;1498;20566;24.5;35.8;10.7;173225000000000;27.8;28.7;100;15759202139;21.6;22.8;15032039039;NA;15.3;18.1;2800140007;NA
Texas Crane;0.83;0.16;77;4;4836;24582;11.8;16.6;2.6;614341000000000;27.2;12.2;10697142857;13096422992;25.4;19.5;19091822414;79015165461;8.1;8.4;10897562909;NA
Texas Crockett;0.775;0.219;166;7;3836;23296;20.9;39.8;2.4;136643000000000;26.3;13.9;22748050551;12931940191;27.1;21.7;17339386224;75398449536;5.1;9.9;1322926313;NA
Texas Crosby;0.715;0.27;117;7;5895;20057;20.8;29.7;7.7;665076000000000;27.7;18.6;100;15568249799;28.6;23.5;15957656171;75072135199;4.9;12.7;83073727934;NA
Texas Culberson;0.48;0.507;127;3;2257;16763;29.4;47.3;5.3;0.592578251147151;35.1;17.6;100;18542606778;35;25.1;13760502881;81008144697;15.4;10.6;0;NA
Texas Dallam;0.864;0.122;386;10;7207;25221;15.9;24.6;3.7;469154000000000;27.3;8.5;23541697747;15784335086;35.8;24.2;19299188282;78735005434;8.3;12.4;64053470723;NA
Texas Dallas;0.333;0.649;97398;1268;2552213;29810;17.7;27.1;5.9;287842000000000;22;9.7;0.6883041916;14893746644;30;24.3;18078899824;78948529208;8.1;17.2;47958138792;7708651759
Texas Dawson;0.779;0.213;897;19;13095;21360;18.5;20.4;6.7;147916000000000;25.9;14.4;16294368539;16164550294;29.2;28.1;17883088687;75686872936;16.7;12.1;43375974121;NA
Texas Deaf Smith;0.715;0.274;1042;27;18947;21209;18;26.8;5;127196000000000;28.2;11.7;17711129465;14667277633;26.7;20;17754238791;77758395365;5.9;8.7;31011826544;NA
Texas Delta;0.834;0.156;36;0;5172;22732;22.9;40.1;6.4;203485000000000;13.7;21.1;100;16167868908;33.7;25.1;17773060607;72951564052;10.6;19.3;19094901661;NA
Texas Denton;0.532;0.451;14978;177;781321;37928;8.4;9.4;4.5;858989000000000;8;8.7;69058305439;13069650279;25.2;20.2;22409273498;8182897515;8.7;14.3;17003344034;14803897702
Texas DeWitt;0.809;0.184;1087;44;20474;28116;16;20.2;6.5;227289000000000;20.1;19.2;49624322038;15261431491;26.6;34.2;17398652838;76490465847;15.3;14.3;53775057016;NA
Texas Dickens;0.863;0.132;55;2;2224;24171;16.6;19.3;15;24808000000000;21.5;22.4;100;15398531646;23.7;23.6;17564782578;78068661575;5.5;15.4;31652724395;NA
Texas Dimmit;0.378;0.618;294;7;10822;17939;30.2;43.3;15;815873000000000;33.4;14.4;39475790316;17068464543;32.5;30.2;14332915345;79556194299;5.4;10.4;84992171774;NA
Texas Donley;0.873;0.12;86;1;3433;23212;14.9;23.5;4.6;378256000000000;12.7;22.7;100;13943192478;28.4;22.6;18083411784;75153805475;11.5;16.9;3163646822;NA
Texas Duval;0.484;0.51;499;21;11434;19085;25.2;36.2;13.6;641770000000000;32.9;17.6;67042946868;15741370984;25.9;23.2;15091784829;74880192041;11.4;10.4;61141653394;NA
Texas Eastland;0.872;0.119;265;8;18278;20433;17.4;24.6;5.7;197002000000000;17.2;21.2;60345477049;15130464026;34.6;29.4;17789791464;76476278;5.8;17;21321347279;NA
Texas Ector;0.734;0.255;6547;121;155744;27728;12.3;15.6;6.9;170628000000000;24.9;9.7;94552614308;14225831664;32.3;30.3;19949437185;75263913032;7.7;9.8;80923472215;572105607
Texas Edwards;0.839;0.156;72;2;2111;28968;7;12.4;5.1;0.957565950985358;24.9;27.1;100;12522689092;27.1;28.2;1561331708;76882894147;11.8;6.2;16042780749;NA
Texas El Paso;0.319;0.663;50114;642;834825;19950;21.7;30.2;7;822742000000000;23.5;11.2;21743664811;13836055884;28.6;20.9;16859143745;80479273227;9.6;9.6;36408938332;31489152843
Texas Ellis;0.662;0.322;5043;83;164092;28612;10.5;14.6;4.6;171243000000000;15.4;11.8;31975135352;13138732445;38;26.9;16544541258;7829904788;12.5;13.6;14178306882;38113420342
Texas Erath;0.812;0.173;1065;17;41016;23511;22.6;21.5;4.3;375232000000000;16.1;13.6;46320929005;15636347626;25.8;27.8;2026117626;78270924707;16.4;17.7;15106476293;NA
Texas Falls;0.681;0.31;690;6;17289;17755;25.2;37.7;6.1;225544000000000;24.3;16.6;67356990932;17621546435;39.6;35.4;16366978668;76982952276;15.5;20.4;16195670137;NA
Texas Fannin;0.812;0.176;798;20;33787;23212;14.8;19.1;5.2;378938000000000;17;18.6;70529264337;15582923899;30.2;30.7;19232736233;74389220043;6.8;16.8;14469220752;41893941298
Texas Fayette;0.786;0.205;683;22;24963;30405;9.1;10.1;1.5;262198000000000;18.3;23.7;67137737232;13018046752;21.9;23.4;17767531211;7946034441;16.1;13;26083147499;NA
Texas Fisher;0.793;0.193;117;4;3875;27750;17.4;24.5;5.6;427948000000000;17.2;23.2;100;13446334601;23.3;21.6;17143556863;81184541494;7.6;14.5;3136434919;NA
Texas Floyd;0.777;0.215;128;9;5953;24347;18.2;28.7;6.4;613622000000000;26.8;18.4;53319888303;15105742551;34.6;22.3;16118053545;79074497614;9.3;11.5;46765393609;NA
Texas Foard;0.808;0.18;22;1;1414;26034;5.7;5.3;11.3;187395000000000;19.2;29.1;100;12589098433;28.4;23;17082068194;NA;7.6;11.9;0;NA
Texas Fort Bend;0.44;0.545;17735;310;711421;38382;8.1;10.7;5.3;793340000000000;10.8;9.5;55357676703;11728355735;29.1;21.3;17917411099;82984029424;7.6;13.9;2455656844;3597980548
Texas Franklin;0.831;0.161;223;7;10639;23642;15;22.8;7.6;371706000000000;14.5;19.5;6912776992;14262096896;36.9;34.3;1793325704;77446279196;13.7;17;25257249766;NA
Texas Freestone;0.803;0.188;463;4;19646;24060;17.3;26.4;4.2;223132000000000;18.9;18.5;66476584578;16225948267;34.9;39.5;17358596604;7767134487;18.8;19.4;15498361239;NA
Texas Frio;0.534;0.46;1020;9;19110;16833;20.3;26.8;7.3;163582000000000;37.2;12.2;22181564733;15792629049;24.5;24;18515920127;78004188792;4.2;8.8;23749166111;NA
Texas Gaines;0.893;0.096;581;12;19889;22656;11;11.6;4.5;12969600000000;39.6;9.2;63043478261;14909157578;34;27.9;20627352197;79148717073;5.5;10.4;72607095466;NA
Texas Galveston;0.607;0.379;12703;169;321184;33870;13.9;19.7;6.5;829896000000000;12.4;12.8;61498271595;18731028807;33.7;27.5;20852546126;77690199314;11.6;16.6;28942407265;55653357055
Texas Garza;0.855;0.14;123;8;6739;20635;13.5;26.1;2;740307000000000;43;10.6;22334004024;14325170938;22.6;21.7;22394245704;79558059162;5.2;10.5;11797090051;NA
Texas Gillespie;0.79;0.2;365;10;25939;32557;12.4;22.6;5;243165000000000;10.7;28.4;53653822925;12446428243;28.9;29.7;16451259593;79948533925;3.9;13;50219226238;NA
Texas Glasscock;0.936;0.06;13;0;1420;32885;11.6;6.1;0;139189000000000;24.8;13.2;100;15073828412;23.9;21.9;19022830529;NA;10.9;10.2;0;NA
Texas Goliad;0.775;0.219;166;6;7510;30075;16.4;31.2;6.4;875928000000000;11.2;20.3;100;14273327131;28;29.9;17442154911;77196259214;8;13.3;21116536888;NA
Texas Gonzales;0.739;0.251;1133;20;20558;23635;17.2;25;5.1;19096500000000;27.5;16.1;65279951532;15775322512;30.5;26.4;16772022678;77194684112;23.5;12.3;65204217671;NA
Texas Gray;0.88;0.106;516;10;22962;23457;14.9;20.3;4.9;248690000000000;19.7;15.6;19387619259;15735951756;33.8;29.5;18598500688;74642547421;10.9;15.1;49727783255;NA
Texas Grayson;0.745;0.242;2752;75;126146;26535;14.3;19.7;6.5;133178000000000;12.4;16.9;43150475277;14841121999;30.4;33.8;18701534112;7619290752;13;17;27267968658;42857706774
Texas Gregg;0.678;0.307;2612;87;123402;25144;17.6;24.5;4.8;450972000000000;16.3;14.1;1336235932;16109610448;30.3;27.7;17414680769;75663986346;10.4;20.2;4541739309;10650453281
Texas Grimes;0.76;0.228;1193;36;27358;23585;18.6;30.7;5.5;344648000000000;22.2;16.2;68903172455;1658932446;36.9;35.7;17807869126;7673781774;14.6;17.6;39279450453;57160970489
Texas Guadalupe;0.613;0.371;3903;81;150889;29300;10.6;14.6;4.5;207111000000000;11.8;13;2616225586;13430684793;33.8;23.1;19848933097;79740002089;10.1;11.5;19542377148;34901017883
Texas Hale;0.749;0.238;2678;64;34527;19205;19.8;27.2;6.4;348439000000000;24.6;12.7;23099826317;15692036876;32.4;30.8;18030260497;7722692071;8.1;13.1;22158864284;NA
Texas Hall;0.852;0.143;44;1;3102;20022;22.2;27.7;13;357898000000000;27.9;22.9;100;18762493013;26.1;26.9;13875493326;78033373728;11.9;18.4;26890224612;NA
Texas Hamilton;0.831;0.147;206;5;8220;26522;16.1;23.8;3.1;98479000000000;17.8;26.1;64377128097;14493903626;25.1;28.2;17318551869;75613016147;15.9;16.4;12882908674;NA
Texas Hansford;0.903;0.081;199;6;5532;21989;18.7;27.5;3.8;603603000000000;26;15.5;40334936754;16335276137;25;21.9;17248323624;77905809425;6.4;11.7;2200440088;NA
Texas Hardeman;0.842;0.153;63;3;3990;21517;13.8;15.9;6.7;568540000000000;24.4;19.1;100;14989436422;32.4;31.6;17463769166;76552647684;8.6;15.7;42247570765;NA
Texas Hardin;0.864;0.125;1461;35;55993;29693;12;15;4.4;624578000000000;13.1;15.3;51547542784;14116619285;37.3;29.8;20128528908;75690220781;7.7;17.4;15730859298;66198018642
Texas Harris;0.428;0.558;162306;2811;4525519;30856;16.8;25;6.4;260096000000000;19.8;9.2;12132803285;13852121658;27.7;22.7;20458969633;7960954272;10;16.3;73039482529;86095612526
Texas Harrison;0.724;0.265;1121;39;66606;25123;17.9;24.2;7.2;738176000000000;17.2;15.2;56054303607;155512299;44.2;31.2;17575217373;76331626273;14.5;19.8;34665654965;79002602815
Texas Hartley;0.899;0.094;179;0;5821;20676;8.1;11.4;1.2;408085000000000;17.9;14.7;57258330584;13134024208;29.9;27.3;21746258071;80786674228;4.4;13.3;36416605972;NA
Texas Haskell;0.831;0.16;86;3;5806;21120;19.3;32.6;9.5;643538000000000;31.5;22;4761824038;15705160073;26.7;32;1761780248;76689420713;10.3;15.6;12057531651;NA
Texas Hays;0.436;0.544;6132;87;194843;29253;15.3;14.8;5.3;273878000000000;11.1;10;31712145226;1414718491;30;19.4;22712249167;80440354175;8;13.2;2436988122;3073846978
Texas Hemphill;0.864;0.12;156;1;4152;29470;8.8;14.3;6.9;458023000000000;21.3;12.9;2695035461;13898045766;31.8;28.8;19327670293;77613935879;8.2;10.6;32422417786;NA
Texas Henderson;0.796;0.195;1332;36;79687;24315;18;29.2;6.2;90657200000000;17.1;20.8;60110528192;15990933099;36.6;35.1;17444308043;7469423222;12.5;17.8;33983740865;50011788493
Texas Hidalgo;0.409;0.58;35785;1952;839539;15883;31.8;43.8;8.1;527299000000000;36.7;10.4;51386929524;14561317141;34.4;21.6;16270067138;8209747902;11.1;11.4;31242608627;3184405337
Texas Hill;0.8;0.191;858;16;35098;23342;17.5;27;8.1;363982000000000;19.7;20;76266066289;14777709119;32.4;38;17830318125;763505971;10.2;16.5;1707366065;48597949167
Texas Hockley;0.808;0.183;754;19;23273;22673;14.9;18.7;7.4;257345000000000;21.8;13.5;39847394811;14672073421;28.6;33.6;18538219317;7657456019;7.2;11.9;44763513514;NA
Texas Hood;0.813;0.173;1233;41;55418;32578;12.3;20.3;3;128888000000000;11.8;23.9;32845531632;12968680416;28.9;27;18049901496;78366582113;7.2;15.3;17556179775;28208021336
Texas Hopkins;0.798;0.191;693;36;35929;24236;17.9;27.3;5.9;467210000000000;17.6;17.5;5962572168;16543250654;30.9;34.9;17654351146;76658330774;9.8;17.4;1467453;51406969203
Texas Houston;0.748;0.245;430;14;22849;17884;24.7;40.3;4.5;185231000000000;17.6;20.5;73487274566;17821101442;24.7;31.6;16450770258;76168786606;11.5;22.6;21353409941;NA
