Nome;Crimes;Pol’tica;ECO_PC1;ECO_PC2;SAU_PC1;SAU_PC2;Mortes_COVID-19
Iowa Des Moines;51756236813;Republicano;-0.531560377374106;124374978512305;0.309819197115241;0.237035412962314;-359046445935613
Iowa Dickinson;1314329108;Republicano;-313570647624146;-0.18559027680828;-166708950535982;-127921395302356;-293857385971404
Iowa Dubuque;21033963665;Republicano;-169513560261563;-0.319705592583387;-116654550303899;0.302199921801053;-276198971792872
Iowa Emmet;39281705948;Republicano;-120030962967891;-0.324075294931455;-0.336403874464279;-0.527989822897374;-1526159817806
Iowa Fayette;27860647452;Republicano;-114169576576521;0.222585855720382;0.293199421712684;-0.12795321585718;-391894896549888
Iowa Floyd;1753507014;Republicano;-0.720860413125872;-0.932306905728753;0.171456175013587;-0.163381362016852;-267126047010989
Iowa Franklin;25449873211.5;Republicano;-0.199470841805212;-0.276485815089196;113907538158025;-176133648979348;-174687832155534
Iowa Fremont;39735099338;Republicano;-199532197081221;-179778354495755;-0.350768779552692;0.747485144689237;-355320290514303
Iowa Grundy;9709916252;Republicano;-35432850432701;-0.761705385754827;-160486191717532;-0.212609038052045;-30248055210397
Iowa Guthrie;32939626371;Republicano;-226929267576444;-128347292021403;-0.423215468026855;-15656361460672;-196140847476824
Iowa Hamilton;21092874563;Republicano;-208099944162211;0.0459936646730649;-0.313736231639255;0.748546863906784;-341450839572183
Iowa Hancock;11749819234;Republicano;-227756213040029;-0.305275178337674;-164877406296703;-0.124148959410598;-290608105160134
Iowa Hardin;10608424337;Republicano;-220436414289176;0.37952281726152;0.0620927851120178;-0.329193112914304;-320384920285157
Iowa Harrison;31627776216;Republicano;-217434362105136;-0.844746174267035;0.224697018232388;-0.211264736964664;-212233198372208
Iowa Henry;22470735786;Republicano;-0.878605797517192;0.737392903372545;-0.703115833960463;0.000817536366578747;-349978501303255
Iowa Howard;63485345466;Republicano;-166181245318861;-105633635529895;-139895892076751;0.0476225964595337;-233763043473685
Iowa Humboldt;57378331855;Republicano;-147048366792293;-0.390495419235761;-205304059070243;-120316708944305;-346427650506338
Iowa Ida;16217740798;Republicano;-239527256389633;-137271212163547;-0.739669192093242;-0.469891064311905;-355033551966587
Iowa Iowa;10380411553;Republicano;-217554586830118;-0.547099786157035;-168607220570464;0.000227163240904132;-278692299392293
Iowa Jackson;82253752827;Republicano;-130714863247647;0.108755959474056;-0.50940407538471;-0.153587147900706;-416970968034453
Iowa Jasper;25325418006;Republicano;-184701406726284;-0.171108746101698;-0.252420296600638;-0.135732340618291;-238142345582588
Iowa Johnson;27093972025;Democrata;-183969216668742;0.46152955171325;-276164914837612;-0.570146542068454;-384135823017623
Iowa Jones;25449873211.5;Republicano;-198164054880078;0.548022502656678;-0.00799104641416631;-128102354913491;-3935153422817
Iowa Keokuk;13619524951;Republicano;-150910734049889;-124177003637209;-0.863473395152292;-0.0398579974912331;-462722517676892
Iowa Lee;48021078279;Republicano;0.0632358368080906;0.746446357968797;0.933886383831728;0.180635882816238;-328682199490811
Iowa Linn;22577117601;Democrata;-242958941961559;0.105928677869184;-131011826446959;-118201190403087;-27909742238832
Iowa Louisa;15614543832;Republicano;-108403685854308;-0.509517274906214;0.0847295867808704;0.620074591839381;-201383578458184
Iowa Lucas;18440615456;Republicano;-196024009313912;-117999249961591;0.265577046566765;-0.242854827440362;-266258782702545
Iowa Lyon;13383681468;Republicano;-275282379216205;-0.63681620273037;0.0932995268680604;-0.567830215685579;-268657116942509
Iowa Madison;11238119702;Republicano;-248472905056504;0.944956214141914;-0.497190908052394;-0.152386787372409;-3958906591327
Iowa Mahaska;26820437173;Republicano;-0.964668616926024;-0.396001152015594;-0.254707988045044;0.0782850693319854;-218834078863583
Iowa Marion;2737552073;Republicano;-194505043111569;120235185709664;-0.985971730787226;-132296922306888;-340503848003791
Iowa Marshall;45205747239;Republicano;-0.642911753269816;103450736388954;-0.570918304483392;-0.270160081046229;-241977536040545
Iowa Mills;28657159233;Republicano;-236110981236741;0.920870902840342;-112320619036694;-0.212178180549544;-390754633340107
Iowa Mitchell;73561865529;Republicano;-193480720535574;0.0344559990026813;-200305913557344;0.0128965767149226;-466936489803009
Iowa Monona;14270032931;Republicano;-0.834498037334365;-0.703360011528845;173464215813083;-0.241394990972071;-379154885196027
Iowa Monroe;8128048018;Republicano;-109577514044667;-0.0503509950759527;-0.364863690802044;0.0947058526214309;-188605903752646
Iowa Montgomery;42404129794;Republicano;0.12811371957159;-0.480435491290906;-0.853534403812505;0.277142526904727;-268287890253141
Iowa Muscatine;42936433134;Republicano;-124413322026158;18386308304275;-117042692476904;-133592026511391;-20015498952511
Iowa O'Brien;21890475849;Republicano;-224878184280424;0.169136759656915;-14708843023615;-0.000596012627130132;-229857707159651
Iowa Palo Alto;29090509907;Republicano;-252770799658355;-0.172891156379724;-0.621238075943518;-0.253453916402341;-381881062370597
Iowa Plymouth;10254966621;Republicano;-204234028584032;-0.116310276757379;-0.859288230516358;-0.204278135997988;-208855313059666
Iowa Pocahontas;11362829345;Republicano;-177443598638037;-165702033614375;-0.0599783934541705;-0.184443327108683;-355134004009187
Iowa Polk;39185600472;Democrata;-156322729168616;225690013622158;-127675883016388;107038798402585;-277953651310516
Iowa Pottawattamie;37299214838;Republicano;-144715768731825;-0.416015773188304;0.484944509395306;0.927277942830935;-303160336589198
Iowa Poweshiek;19929975761;Republicano;-17224365612335;0.211647857464484;-132159227883436;0.0463597742005507;-281856106726935
Iowa Ringgold;5931198102;Republicano;-177615066823978;0.205095366398907;-0.919611280192224;-0.0959140029896716;-321607189753547
Iowa Sac;50462573591;Republicano;-22420221871994;-14241332588451;-123812472600251;-0.0341036588705178;-321245525706528
Iowa Scott;49445160689;Democrata;-165863676636799;0.175913884740697;-0.253663857657624;114395755229433;-364046505267018
Iowa Shelby;25449873211.5;Republicano;-216053382410897;-0.233052905004389;-0.504850784080344;-0.350023630612448;-407516174280533
Iowa Sioux;42700979276;Republicano;-200644143606828;11275357229235;-276867097255976;0.00129785412928451;-301588086176004
Iowa Story;14244853199;Democrata;-118456705857326;0.0673561225844712;-242800118470592;0.664963305897416;-397539417881371
Iowa Tama;32215688728;Republicano;-108847504903982;0.287114489840265;-0.671847640948493;0.0295016883218034;-151199915302125
Iowa Taylor;4061738424;Republicano;-200137889420754;-142672255834522;-0.776713371197864;-0.129266702094694;-343624272340496
Iowa Union;2194119759;Republicano;-107908794589627;-0.151706089072349;0.91514257834759;-0.146069979671178;-321863579606359
Iowa Van Buren;11555978519;Republicano;-0.40094700796568;-153553093463594;-192246479464007;0.189643170118523;-359840755094986
Iowa Wapello;31524687238;Republicano;0.26261162368176;115703016614259;0.237443486711271;0.31086195763429;-17399283958547
Iowa Warren;33709026988;Republicano;-279316298396928;201358904174253;-183283417660138;0.0118635883703881;-424091556835443
Iowa Washington;32161572543;Republicano;-192645884740794;-0.331388173671599;-11994156857584;-147292199481035;-291302978178875
Iowa Wayne;11728829463;Republicano;-0.589659206137691;-185388527349678;178138026292738;-0.324409298209301;-277336966722285
Iowa Webster;46903170709;Republicano;-0.279114123587203;0.453313737417372;-0.0632960120753033;0.205316495046048;-320396521213245
Iowa Winnebago;11420957457;Republicano;-133164829513655;-0.877367565442073;-0.411628533727289;-0.179383650688211;-166250463337079
Iowa Winneshiek;43243243243;Republicano;-273275597023496;-0.461479454567177;-149388695268578;-0.0507143554000763;-312943726222096
Iowa Woodbury;35514793765;Republicano;-0.564042071814983;-0.690494344949536;-0.625728848179014;0.115835725632413;-23262723223072
Iowa Wright;74175287917;Republicano;-0.822733262019709;-0.262837923638222;-0.904570793775147;-148799762720964;-485701780543066
Kansas Allen;31864961461;Republicano;-0.751432390948223;-0.0484424071756464;150765314815941;-0.0446066082005503;-484827321504191
Kansas Atchison;28835938686;Republicano;-0.0854804683555602;0.178967298167958;23637988867397;-0.115792295822933;-331212327264222
Kansas Barton;36398049065;Republicano;-0.446112652886552;-0.160042567167217;0.288948356040468;-155512361616342;-365499021763336
Kansas Bourbon;52165018752;Republicano;-0.155580074037219;-0.24863260165002;0.786361131732743;0.0869391357615079;-389569035080725
Kansas Brown;21332791548;Republicano;-101832308680205;0.0315640074452676;176890297481388;-0.220405509094672;-296897753624517
Kansas Butler;1817321055;Republicano;-149031811874046;0.959730899660655;-0.515764466723641;-133724116176321;-539755920119769
Kansas Chase;15029118918;Republicano;-109534177196308;-209847303094963;-0.15117035578645;0.686190331624618;-218417686194374
Kansas Cherokee;31818181818;Republicano;-0.269309689035862;-0.540702701166825;184583005468733;-0.988936542820149;-337714860938117
Kansas Cheyenne;15054572826;Republicano;-229527939476777;-178042869106736;-0.311897767750929;0.577726757720821;-167784394509816
Kansas Clark;18788163457;Republicano;-22213519593979;-123532584403165;-0.176689650298381;-0.310994805293419;-165297621444858
Kansas Clay;16827934371;Republicano;-198274059534614;-0.604631455203882;-0.72712473134236;-0.349751533851594;-330847274534655
Kansas Cloud;40329173252;Republicano;-14310216202385;-0.909166590473379;0.528411689560836;-0.040990833236373;-452080983737002
Kansas Coffey;96494049534;Republicano;-189822224376594;0.0533022394803392;0.194064320455821;-0.24572076917836;-222498384697049
Kansas Cowley;33457727448;Republicano;-0.224862646942911;-0.1158392608712;0.65667083400489;-0.185635762167336;-357604664583959
Kansas Crawford;31270509207;Republicano;0.318423811866109;102448574575071;0.660936414307395;137572985223798;-348377533442274
Kansas Decatur;17064846416;Republicano;-0.971813478575405;-1955364737927;0.602501216987385;-0.267434521772659;-336418755602825
Kansas Dickinson;15255332902;Republicano;-0.9517778151621;0.267893639925837;0.806044379493867;0.843487137749711;-386921988310284
Kansas Doniphan;10928961749;Republicano;-0.573432760180861;0.295117999612397;0.549215260409603;-0.218994259454604;-43554259528767
Kansas Douglas;22495136187;Democrata;-128423548968966;0.252665410483451;-205274368591056;0.90928968361612;-412718531753409
Kansas Ellis;29370845571;Republicano;-154578535768414;0.266938551715796;-0.136666383210048;0.0975463745480976;-277525876561046
Kansas Ellsworth;98212531919;Republicano;-123973923371665;14913682830859;0.570542364876486;0.75482747959648;-414804329455604
Kansas Finney;49526996937;Republicano;0.897708129778216;0.458744422252093;-0.861834756293303;-196773970482142;-29203889232502
Kansas Ford;36701737216;Republicano;130008655509682;0.411336465482246;-136804496074774;-0.352092221301652;-328316431475056
Kansas Franklin;31130080664;Republicano;-0.874052892031639;0.858807739737411;-0.644585891444887;0.239260606372023;-39357004687825
Kansas Geary;48420996621;Republicano;0.271267616620431;223359144878348;0.665820016268329;17687293592549;-449412688719477
Kansas Gove;25449873211.5;Republicano;-266879766928546;-146159546125178;-0.251513617011796;-0.498535584597103;-0.785422456669116
Kansas Graham;11583011583;Republicano;-19821074719046;-166015996005648;110855127078074;0.434636066505848;-324298290021143
Kansas Grant;19168104274;Republicano;-0.299756406313206;0.187228136952257;-10184966151554;-165107009605896;-226643964635769
Kansas Gray;15664935279;Republicano;-110781286387089;-0.786670378546786;-0.720005568711886;-257157648831404;-340186382620532
Kansas Harper;38697928523;Republicano;-0.676084696126246;-0.17278289849933;10754246310366;-0.249218267690433;-295247676488303
Kansas Harvey;38360000583;Republicano;-152624068634374;0.734775998004574;-0.853178610170644;-0.252148536470629;-390292459730003
Kansas Haskell;16035524855;Republicano;0.305349987753599;0.780471706690106;-132840325558969;-0.399712028101639;-370892714941771
Kansas Jackson;17643756516;Republicano;-155598665972269;0.120678535297529;0.51058129796715;0.721350011087523;-350570753586514
Kansas Jefferson;19865026668;Republicano;-149926509155791;140410140949487;-0.511505115786374;-0.0857721921173834;-344765678939982
Kansas Jewell;25449873211.5;Republicano;-120908260780639;-192893505668923;-0.174199934720555;-0.917334698247664;-338878736158547
Kansas Johnson;15702939009;Democrata;-376708102605304;0.229425696026328;-259047923163127;-0.1749978859806;-334052692546201
Kansas Kearny;24247064829;Republicano;-0.271977572608246;0.125883639642682;-108682872791046;-0.347193763202199;-187971947020571
Kansas Kingman;17919911779;Republicano;-208626853616534;168262838322254;0.189760205272585;-0.410793351989666;-322895816020971
Kansas Labette;42597478036;Republicano;0.122787047678282;-0.843155814612322;128399939232407;0.025823532077842;-353383253945486
Kansas Leavenworth;41686434513;Republicano;-191999559594436;0.239182431077725;-0.211816805651354;0.130033576091723;-378619519718866
Kansas Lincoln;31979533099;Republicano;-199236704215414;-0.627868020932097;-134391676239891;-0.554435274376346;-344073855628269
Kansas Linn;11958861516;Republicano;-0.504021000786821;-143290415015687;185112229767916;0.883591154615156;-456455650310279
Kansas Lyon;17500342398;Republicano;-0.0284361199445043;0.413948302984781;-0.193378047463988;0.163038139270481;-209463048153266
Kansas Marion;99536936859;Republicano;-145237667485469;-0.18360530917616;0.545041862783497;-158284474209107;-479471558787137
Kansas McPherson;14575186633;Republicano;-242178206853325;0.173469871423785;-0.838537925958785;0.720128030005611;-371677251471546
Kansas Meade;25449873211.5;Republicano;-0.85142629540856;-0.411744025344653;0.422884062130731;-0.392812451599695;-376003664843026
Kansas Miami;20412235063;Republicano;-236280677115449;136474844965925;0.459203997562532;0.568079273453327;-51052179365822
Kansas Montgomery;5746295627;Republicano;0.159125988526212;0.430589790257206;147296447274961;0.0972573735062598;-402126597460019
Kansas Morton;4118616145;Republicano;-0.982138172234724;-0.216575887810441;-0.897523844415172;-0.340757128387443;-268478157416286
Kansas Nemaha;11795350666;Republicano;-18740784807206;0.0800180111600979;-0.382478962732665;-0.196418397204085;-39214781641989
Kansas Ness;16570008285;Republicano;-242494395440541;-134050548158029;-0.521521598362137;-0.449690511177253;-120430608211606
Kansas Norton;89968511021;Republicano;-0.66448512230702;-0.677086289613757;-0.404064338072823;-250645632517217;-112185850794901
Kansas Osage;14411153563;Republicano;-0.824092885380986;0.62703143462305;0.39991006477487;-0.212755492331036;-396991448384392
Kansas Pawnee;27646416879;Republicano;-217853122233448;14620583282973;0.613976842034875;-0.258000461688102;-42159720503438
Kansas Phillips;13786764706;Republicano;-225203448354244;-0.123511259594369;-0.245920349701889;-188656286976975;-180024190990939
Kansas Reno;35498032686;Republicano;-0.489177164422303;0.314133070788448;0.115356890299308;-0.216169071671302;-356104608260405
Kansas Republic;16938386619;Republicano;-178271207627691;-0.913895510552356;-0.484731753717881;-0.28737547910422;-385121086603139
Kansas Rice;95923261391;Republicano;0.117802704172145;-0.0436482671803544;0.597491447932675;-0.228675876969288;-459188229166116
Kansas Riley;25915085342;Democrata;-0.668106247743325;0.176554198793305;-235548200550982;0.793880086028143;-423141513908447
Kansas Rooks;7734699797;Republicano;-161756699785977;-0.260523272097242;0.441467586412533;-109647404475167;-199528323367261
Kansas Russell;36601119564;Republicano;-0.84479414721171;-0.07632963811136;0.672161016535298;0.585272305135347;-286034201144447
Kansas Saline;39681468484;Republicano;-117196925692141;102009321419212;-0.191760895963905;-0.00245872929227359;-375102328334113
Kansas Scott;320;Republicano;-242682441747756;-0.478029449483352;0.227990062090591;0.387502314222246;-390821576708519
Kansas Sedgwick;72471309962;Republicano;-0.394328480055519;176919684837785;-0.297193865868485;0.0664618509438544;-36475952600641
Kansas Seward;29852669559;Republicano;224315644247652;0.506507938404288;-129559432410939;-0.301016539478817;-287086652227213
Kansas Shawnee;44366795519;Democrata;-120763231037532;-0.852939742627659;-0.062517947900461;0.116716578070539;-305575167024183
Kansas Sherman;23986765922;Republicano;-0.530096123099737;0.128223848034745;153414894043279;-0.385119504184132;-230241841243695
Kansas Stafford;19948368927;Republicano;-0.844669703492385;-0.470140655694945;-0.158168771316767;-0.345424409994727;-37497393423707
Kansas Stanton;25449873211.5;Republicano;-0.967335855552605;-0.618196871785078;-0.959728228534926;-0.544035554271747;-235470304725615
Kansas Stevens;87851405622;Republicano;0.296159012971217;156403895355897;-0.117071604311718;-0.822490902251524;-405021850417955
Kansas Sumner;20153253311;Republicano;-11218982191553;0.300596075228567;119125584897499;-0.311061212111054;-435397003689136
Kansas Thomas;23405870445;Republicano;-228401056749014;131984242261655;-0.891537934313232;-0.118866085361636;-366956920557944
Kansas Trego;20411634632;Republicano;-377230591274206;-108336071778355;0.171224305125865;-0.578019872548588;-226833865426545
Kansas Wabaunsee;15649452269;Republicano;-23193053620922;0.918984785482917;-0.730928039962295;-131377170976499;-423671180350902
Kansas Wilson;23673975537;Republicano;0.064660564745732;-0.178472886706677;247173210854168;-0.334549941585227;-338529380982694
Kansas Wyandotte;70392372297;Democrata;208059642122229;0.168527025764334;147102514049543;0.40385687589715;-229178148911606
Kentucky Adair;39603960396;Republicano;192977440831099;0.970946708914758;217305701656855;0.25990352435891;-217185496795846
Kentucky Allen;10207057451;Republicano;18002924054312;147307990698604;160959371733683;0.166092319297999;-293133919638439
Kentucky Anderson;88648452062;Republicano;-0.730112169825089;0.0245790908486713;149538120853256;-103120629996299;-539439997522508
Kentucky Ballard;66441169365;Republicano;0.164100637349309;-0.997303415887008;204631040667579;-0.0160338776330405;-440084838891447
Kentucky Barren;12396551922;Republicano;204640997838784;172405701972803;125636020484773;0.310742539315446;-350850983719907
Kentucky Bath;28682646999;Republicano;221900935081561;-0.470008593111793;219269928811602;0.33093889182368;-480311899866775
Kentucky Bell;16981338787;Republicano;534988104819805;0.961789498878009;419721250162508;175222479187342;-278242984503329
Kentucky Boone;13241556549;Republicano;-230664967699495;105230121261882;-0.714849932137955;0.066879904923884;-393325206586506
Kentucky Bourbon;12698570788;Republicano;0.377616564403549;103523686833087;0.0167562689126984;0.265882885221968;-529916700550261
Kentucky Boyd;1498305365;Republicano;0.5789169171727;-0.395128058360069;217324541301115;10668357317492;-30928177361151
Kentucky Bracken;49859769399;Republicano;109735331160676;-0.370842679521645;0.166890861374699;0.44350130485196;-44224485491728
Kentucky Breathitt;29855202269;Republicano;517709106464901;0.362222864100406;302674714057798;-202743759319575;-488854298685177
Kentucky Breckinridge;62407948276;Republicano;115677133907821;-150482137990261;-0.405162437301277;-0.195279085351864;-460472008470771
Kentucky Bullitt;12161809372;Republicano;-104025445227972;0.337006454259926;0.82885005980504;-0.959445306359817;-395918645038163
Kentucky Butler;77525389565;Republicano;168090614836915;-0.974390316836893;0.593296041458578;0.500499259803788;-207435047918568
Kentucky Calloway;16249508583;Republicano;0.786762614260344;192384397799243;-0.158212470540904;0.50290131630797;-365366669835819
Kentucky Campbell;16404431922;Republicano;-111441830561969;-0.556834263510166;-0.982976073541183;0.491429720395151;-404965224041618
Kentucky Carlisle;40778876542;Republicano;0.793609712180461;-124819058986908;-0.0372272536840606;0.424567136380818;-388977739648083
Kentucky Carroll;92280717944;Republicano;332319400103944;0.581641330819395;0.760750424828229;146695631788691;-306292352309431
Kentucky Carter;53579676674;Republicano;208995248723535;0.277491653742601;256780796514292;0.231317353403454;-422628615010984
Kentucky Casey;34507638736;Republicano;266702066761798;-108764606806991;11059704988183;0.720061163433207;-229032271642185
Kentucky Christian;22511153253;Republicano;0.963633871404852;-0.0764206763323925;0.863807029815499;0.891198578539748;-321802028658588
Kentucky Clark;17924158405;Republicano;-0.0718413091043942;-0.492056440655212;0.120314862524503;0.114890882611422;-339442449737473
Kentucky Clay;80624125584;Republicano;58963544729243;0.86137864091433;217968911634021;132076519954902;-354894666381177
Kentucky Clinton;54264713137;Republicano;17748352601672;-0.354062940485867;158954471165813;0.317378564138699;-352714453092837
Kentucky Crittenden;81512879035;Republicano;0.658208128331018;0.122420672338076;-0.372901765018447;0.480336459471565;-45167760352255
Kentucky Daviess;1774148837;Republicano;-0.30092091935141;-0.304499480075628;-0.321949277757739;-136805287568555;-343457171104725
Kentucky Edmonson;83312505207;Republicano;156915787421328;-0.800386468007783;105984998768246;128206758673996;-230782135978929
Kentucky Fayette;36938165891;Democrata;-0.459834131747153;0.0238924142006276;-0.968480609265017;18044138527407;-352290421055728
Kentucky Floyd;51592078632;Republicano;420968187715429;222166453404676;339587754800331;131846508310958;-453921733181958
Kentucky Fulton;10789602746;Republicano;271813433931874;-0.0286933369412292;166916660668843;0.910512592002376;-30379932322685
Kentucky Gallatin;58530875037;Republicano;0.280650265189905;132757780057666;0.256022487800418;0.31664272847852;-238093405940502
Kentucky Garrard;90611481352;Republicano;133548547613381;182945449638753;107896777168175;0.111497069667387;-376271060224114
Kentucky Grant;76690211907;Republicano;163007359723875;239706512226853;146840974701368;-0.595736984544929;-372166927693693
Kentucky Graves;12912771538;Republicano;104080989875043;0.25725689748392;161439748642928;-0.611417642005381;-251928123771254
Kentucky Grayson;92757208008;Republicano;247513569598492;0.98841137159004;192859846919875;0.511405874169063;-279304217936694
Kentucky Green;31618410949;Republicano;0.542535078358042;-0.775102051683517;0.538921020643317;0.212088402963237;-262503084538212
Kentucky Greenup;48383975227;Republicano;0.405452602015404;-0.73375110692968;204839535287956;-0.0610999847433608;-340153065945228
Kentucky Hancock;51593671176;Republicano;0.341233076679203;139095663537515;0.454125440400986;0.279966065983634;-336729582998647
Kentucky Hardin;15824257656;Republicano;-0.44061124395465;0.199512243235195;105293954423755;0.262231830237438;-441697603460068
Kentucky Harlan;60999677061;Republicano;486753323863766;0.580379859161567;224279982862663;10242240142309;-297945770106124
Kentucky Harrison;12902532122;Republicano;0.624090698283574;126952721904484;0.422146256029695;0.157359745582925;-522735827760754
Kentucky Hart;45727196923;Republicano;212023961942999;0.0792982966973613;0.242531438069953;0.485733502858689;-522203009837592
Kentucky Henderson;17668605904;Republicano;0.411938886575996;-0.455780602398368;141293088700586;0.344867259204896;-276939396927429
Kentucky Henry;30456852792;Republicano;0.63020988977316;-0.0277546053523239;-0.843029734012175;0.491927083818049;-436163258252049
Kentucky Hickman;97045503558;Republicano;0.668414966592953;-165065912161954;0.790200751914111;0.222340666440826;-383406146395843
Kentucky Hopkins;11868411683;Republicano;0.477999475144711;148970936127289;128865308173941;0.0567820482445344;-236970023365514
Kentucky Jackson;37398556416;Republicano;38819772978299;-0.815276945533664;330226731671988;0.674725614697966;-206231034293882
Kentucky Jefferson;61199606532;Democrata;-0.731826299916073;-0.341051934404144;-0.156389517827975;0.626502251762808;-303356458603399
Kentucky Jessamine;1463149939;Republicano;0.281204894758594;-0.533163450157244;0.283508190229942;0.268692234989328;-360834704322202
Kentucky Johnson;72955111149;Republicano;228807678774674;202827282225554;338681224293499;0.967838349424365;-47477108727702
Kentucky Kenton;21601805705;Republicano;-0.909333933764453;0.690500001313495;-0.360447773122565;-0.0114177421858495;-347054661665934
Kentucky Knott;19878081103;Republicano;483653552657692;-0.652871219981637;329503979056274;0.438038550329803;-326384919051093
Kentucky Knox;66151108031;Republicano;49380976142691;124401692686205;193972060790302;-125632428082644;-344757193217206
Kentucky Larue;56565085201;Republicano;0.562657448145523;124173418499537;0.404526703512194;0.217153052457609;-494890172429089
Kentucky Laurel;90803065645;Republicano;271170505294089;-0.409509306238648;206125720672371;0.193245413890911;-431583675078708
Kentucky Lee;29167274318;Republicano;450263775207558;-101663613159009;166234757720605;-120643248326439;-226131657022346
Kentucky Leslie;37741189791;Republicano;524408867499616;-110902509377836;278059064304526;0.777051244232635;-466795717408686
Kentucky Letcher;54062236447;Republicano;400814464464639;-0.11172372108165;298780331639035;0.677097386197929;-474541027490254
Kentucky Lewis;32786885246;Republicano;240721353632373;-100451354030845;265495954683504;0.583340576372963;-207686469504872
Kentucky Lincoln;37952264485;Republicano;244092264431677;168140717387169;172497636752368;-0.320980503100502;-255326189113147
Kentucky Livingston;59168414824;Republicano;0.388754697139623;0.683786288075264;-0.0903326985797953;-134902869317488;-453130833738964
Kentucky Logan;17095922994;Republicano;0.875904187710778;108793813709515;0.308031859780268;0.491767792303718;-215875197137773
Kentucky Lyon;29777857185;Republicano;-100527265072644;-114854173729391;-0.353754795330117;0.118145143997932;-302868337369368
Kentucky Madison;17254875074;Republicano;0.428546785592678;0.226401453277952;-0.463247517138988;-105637103256939;-414512820294876
Kentucky Marion;9976465773;Republicano;144628874449015;142711746232463;135600049955765;-168116023563779;-296191692505926
Kentucky Marshall;85403976925;Republicano;-0.779676367020803;0.064952070493085;0.182274222908812;0.000959192870551337;-379635558741658
Kentucky Martin;60513151525;Republicano;429689532008418;-125078088520262;25025024608293;0.665662925043916;-370335747329459
Kentucky Mason;16351797238;Republicano;0.588973068846585;137229997362105;0.897171632423472;0.434240625963679;-445242684872289
Kentucky McCracken;2333722287;Republicano;-0.59999511650483;-156994312425023;-0.0556010592833979;0.673349401642021;-399644074406605
Kentucky McCreary;3639723381;Republicano;626265119919627;-0.706045326471143;310683072542726;127975729027599;-517885792651071
Kentucky McLean;63134634608;Republicano;0.984614652562755;-0.888021574960067;169292144052272;-0.0172511520927118;-315284285426376
Kentucky Meade;77020025207;Republicano;0.0822321836110638;311706253640141;0.634120224108687;0.276921669199462;-426450918874542
Kentucky Menifee;31668118122;Republicano;157770041812042;-100824680810617;220427958809102;0.151633693813796;-415590991788026
Kentucky Mercer;9565945235;Republicano;0.73822442934507;168204936858542;-0.0659475008413299;0.343677197368601;-357318797961774
Kentucky Metcalfe;65593622282;Republicano;189856934753734;-10166611760982;0.842588119189819;0.460288193858041;-391102250509456
Kentucky Monroe;28561907935;Republicano;217696306287921;-102712670369722;223496152861838;0.243339261931412;-32813810302196
Kentucky Montgomery;135704851;Republicano;169782941877725;0.0519207306208486;124255007017605;0.48292782531717;-382682815936491
Kentucky Muhlenberg;78819952708;Republicano;200956850151788;125207301856483;120000110328571;0.249346308916643;-310243831216111
Kentucky Nelson;10750662219;Republicano;-10725217937595;0.455016721979134;-0.211883020774674;0.102896881164988;-472586010367719
Kentucky Nicholas;84793668739;Republicano;281805917832088;-101198470523129;182677464358445;0.550820409835727;-315855948886015
Kentucky Ohio;12209254201;Republicano;233650904807979;0.684929194888716;194255235837167;-0.582377220538166;-318063383261133
Kentucky Oldham;81593323335;Republicano;-316808942492767;0.798031781338076;-287198168486728;0.0623897300042801;-321321367124219
Kentucky Owen;18753809368;Republicano;-0.0205008634015747;-0.650132937872558;205095644757908;0.865091686192949;-357290727786152
Kentucky Owsley;78229772016;Republicano;42264304867029;-11800338461332;221210067927551;0.25191363763292;-380599560078262
Kentucky Perry;61599782589;Republicano;338907258672097;196312394543213;236031717362078;-146091274531713;-341330892510035
Kentucky Pike;47508233418;Republicano;329627493475017;199339744097517;279299848835124;0.257039915822593;-481358175254179
Kentucky Pulaski;11900753975;Republicano;221847158230339;164660023322229;144142514020381;0.593715916226468;-389611248635029
Kentucky Robertson;0;Republicano;333890986812761;-247647721105546;178630325708295;0.525390099379779;-307315617051879
Kentucky Rockcastle;74213797582;Republicano;225538394033904;0.0840418037617439;116992755937989;0.46834207288305;-443170925762633
Kentucky Rowan;79857097825;Republicano;213969683652215;213961105840705;0.948133433129811;-11010870810988;-480369312212005
Kentucky Russell;70438408655;Republicano;285819145461041;-0.172727261297742;103086662864592;0.480972627016402;-323198946401358
Kentucky Scott;16141119502;Republicano;-139299268078101;0.496736510687469;-0.770154732998844;0.221781033420325;-326426975215809
Kentucky Shelby;11760050997;Republicano;-104257666278133;0.228827446797172;-0.605245114727513;0.0892677939560282;-290866998617754
Kentucky Simpson;18028012758;Republicano;0.774518292950429;133178323117955;0.491441928624955;0.431204593888799;-310688224790728
Kentucky Spencer;44655316774;Republicano;-184454187817294;176829610205322;0.810443047943847;-0.251174631453045;-519362329543337
Kentucky Taylor;16111066911;Republicano;205780385590782;159077020271364;121240673555577;-0.367702082633252;-359166031054
Kentucky Todd;83732057416;Republicano;143711397956324;-0.617603128659435;142156632228992;0.232155556269734;-233351835476393
Kentucky Union;96760201528;Republicano;130477536402157;0.926994241048637;142847394508248;0.510312007810626;-32131930417327
Kentucky Warren;22159053673;Republicano;0.0233139981762577;0.240414372518299;-0.62349028382717;-0.335387725486017;-306100328497573
Kentucky Washington;54094540613;Republicano;0.253364032516174;-0.46924728350435;115162504794299;0.278234713437295;-409426122541635
